label,cityLabel,city
克里斯汀·舒伯特,Christian Friedrich Daniel Schubart,http://www.wikidata.org/entity/Q61251
卡爾·古斯塔夫·埃克曼,Carl Gustaf Ekman,http://www.wikidata.org/entity/Q53642
古斯塔夫·諾斯克,Gustav Noske,http://www.wikidata.org/entity/Q57353
君特·沙博夫斯基,Günter Schabowski,http://www.wikidata.org/entity/Q57445
奧花·雲費,Oprah Winfrey,http://www.wikidata.org/entity/Q55800
布魯諾·羅德里格斯·帕里利亞,Bruno Rodríguez Parrilla,http://www.wikidata.org/entity/Q58183
威利·雷,Willy Ley,http://www.wikidata.org/entity/Q63773
弗森·殴兹派特,Ferzan Özpetek,http://www.wikidata.org/entity/Q55460
恩斯特·布洛赫,Ernst Bloch,http://www.wikidata.org/entity/Q57240
漢斯·弗里切,Hans Fritzsche,http://www.wikidata.org/entity/Q58620
泰奧·安哲羅普洛斯,Theodoros Angelopoulos,http://www.wikidata.org/entity/Q55168
葛立賀,Fritz Gerlich,http://www.wikidata.org/entity/Q61114
克拉拉·蔡特金,Clara Zetkin,http://www.wikidata.org/entity/Q75823
乌尔苏拉·玛丽亚·库琴斯基,Ursula Kuczynski,http://www.wikidata.org/entity/Q75151
貝爾古恩,Heinz Berggruen,http://www.wikidata.org/entity/Q66992
赫尔曼·纽贝格,Hermann Neuberger,http://www.wikidata.org/entity/Q75199
保罗·路透,Paul Reuter,http://www.wikidata.org/entity/Q71014
尚·饒勒斯,Jean Jaurès,http://www.wikidata.org/entity/Q12688
查理·布考斯基,Charles Bukowski,http://www.wikidata.org/entity/Q76409
佩德罗·格拉多·贝尔特兰·埃斯潘托索,Pedro Beltrán Espantoso,http://www.wikidata.org/entity/Q12320
瑟巴斯提昂·費策克,Sebastian Fitzek,http://www.wikidata.org/entity/Q67216
威廉·乔伊斯,William Joyce,http://www.wikidata.org/entity/Q76532
黑澤清,Kiyoshi Kurosawa,http://www.wikidata.org/entity/Q53834
格拉漢姆·諾頓,Graham Norton,http://www.wikidata.org/entity/Q19154
沃尔特·克朗凯特,Walter Cronkite,http://www.wikidata.org/entity/Q31073
麥克·篠田,Mike Shinoda,http://www.wikidata.org/entity/Q19201
卡爾·格律恩,Karl Grün,http://www.wikidata.org/entity/Q69543
奥古斯特·施莱谢尔,August Schleicher,http://www.wikidata.org/entity/Q76686
奥托·斯特拉瑟,Otto Strasser,http://www.wikidata.org/entity/Q76640
库尔特·艾斯纳,Kurt Eisner,http://www.wikidata.org/entity/Q76440
路德维希·阿希姆·冯·阿尔尼姆,Ludwig Achim von Arnim,http://www.wikidata.org/entity/Q70988
弗兰克 - 马克思·巴瓦赛尔,Frank-Markus Barwasser,http://www.wikidata.org/entity/Q45738
泰瑞·普萊契,Terry Pratchett,http://www.wikidata.org/entity/Q46248
裴斐,Nathaniel Peffer,http://www.wikidata.org/entity/Q45290
杰克·伦敦,Jack London,http://www.wikidata.org/entity/Q45765
古斯塔夫·蘭道爾,Gustav Landauer,http://www.wikidata.org/entity/Q61723
伊沃·萨纳德,Ivo Sanader,http://www.wikidata.org/entity/Q56220
克萊兒·湯瑪琳,Claire Tomalin,http://www.wikidata.org/entity/Q52207
保羅·波塔斯,Paulo Portas,http://www.wikidata.org/entity/Q58161
卡尔·亨利希·乌尔利克斯,Karl Heinrich Ulrichs,http://www.wikidata.org/entity/Q60318
君特·耀赫,Günther Jauch,http://www.wikidata.org/entity/Q62398
安德烈亚斯·格鲁施克,Andreas Gruschke,http://www.wikidata.org/entity/Q62986
巴爾·撒克里,Bal Thackeray,http://www.wikidata.org/entity/Q61193
库尔特·冯内古特,Kurt Vonnegut,http://www.wikidata.org/entity/Q49074
法蘭西斯科‧羅西,Francesco Rosi,http://www.wikidata.org/entity/Q53050
珍娜·露露布莉姬妲,Gina Lollobrigida,http://www.wikidata.org/entity/Q56009
瑪莉昂·德霍夫,Marion Dönhoff,http://www.wikidata.org/entity/Q62443
赫爾曼·穆勒,Hermann Müller,http://www.wikidata.org/entity/Q57158
賽巴斯提安·哈夫納,Sebastian Haffner,http://www.wikidata.org/entity/Q57535
韦德金德,Frank Wedekind,http://www.wikidata.org/entity/Q57619
马西莫·达莱马,Massimo D'Alema,http://www.wikidata.org/entity/Q47602
阿丹·馬力克,Adam Malik,http://www.wikidata.org/entity/Q76297
丹尼爾·孔-本迪,Daniel Cohn-Bendit,http://www.wikidata.org/entity/Q76837
卡爾·馮·奧西茨基,Carl von Ossietzky,http://www.wikidata.org/entity/Q76358
潘魁,Phan Khôi,http://www.wikidata.org/entity/Q75404
瑟巴斯坦·萊特納,Sebastian Leitner,http://www.wikidata.org/entity/Q71142
約翰·卡羅勒斯,Johann Carolus,http://www.wikidata.org/entity/Q67654
赫伯特·維希曼,Herbert Weichmann,http://www.wikidata.org/entity/Q68114
麥克斯·施蒂納,Max Stirner,http://www.wikidata.org/entity/Q76725
约瑟夫·L·格林,Joseph L. Green,http://www.wikidata.org/entity/Q31231
贝尼托·墨索里尼,Benito Mussolini,http://www.wikidata.org/entity/Q23559
申东赫,Shin Dong-hyuk,http://www.wikidata.org/entity/Q64075
"约翰逊.保罗,",Paul Johnson,http://www.wikidata.org/entity/Q45997
台奥多尔·冯塔纳,Theodor Fontane,http://www.wikidata.org/entity/Q76632
奥莱塔·查莫罗,Violeta Chamorro,http://www.wikidata.org/entity/Q114142
科利·多克托罗,Cory Doctorow,http://www.wikidata.org/entity/Q110436
約翰·厄普代克,John Updike,http://www.wikidata.org/entity/Q105756
菲利普·尼科萊特,Philippe Nicolet,http://www.wikidata.org/entity/Q117005
詹姆斯·格雷克,James Gleick,http://www.wikidata.org/entity/Q113105
让-保尔·马拉,Jean-Paul Marat,http://www.wikidata.org/entity/Q122290
乌尔斯·唯德默尔,Urs Widmer,http://www.wikidata.org/entity/Q123825
威廉·莱昂·麦肯齐·金,William Lyon Mackenzie King,http://www.wikidata.org/entity/Q128633
约瑟夫·迈克尔·斯特拉日恩斯基,J. Michael Straczynski,http://www.wikidata.org/entity/Q126941
亞瑟·米勒,Arthur Miller,http://www.wikidata.org/entity/Q80596
利奧波德·範·薩克-馬索克,Leopold von Sacher-Masoch,http://www.wikidata.org/entity/Q78474
哈拉爾德·埃特爾,Harald Ertl,http://www.wikidata.org/entity/Q78548
布雷特·哈特,Bret Hart,http://www.wikidata.org/entity/Q81324
尤利乌斯·施特莱彻,Julius Streicher,http://www.wikidata.org/entity/Q76984
弗兰克·阿瑙,Frank Arnau,http://www.wikidata.org/entity/Q77276
理查德·尼古拉斯·冯·康登霍维-凯勒奇,Richard Nikolaus von Coudenhove-Kalergi,http://www.wikidata.org/entity/Q78525
詹姆斯·凱恩,James M. Cain,http://www.wikidata.org/entity/Q81071
卡爾·海因岑,Karl Heinzen,http://www.wikidata.org/entity/Q84472
彼得·德鲁克,Peter Drucker,http://www.wikidata.org/entity/Q84238
约克·弗劳泽,Jörg Fauser,http://www.wikidata.org/entity/Q90681
萨瓦多尔·夸西莫多,Salvatore Quasimodo,http://www.wikidata.org/entity/Q83038
亚历山大·麦肯齐,Alexander Mackenzie,http://www.wikidata.org/entity/Q128708
托马斯·潘恩,Thomas Paine,http://www.wikidata.org/entity/Q126462
納坦·伯恩鮑姆,Nathan Birnbaum,http://www.wikidata.org/entity/Q112161
亚当·汪德鲁斯卡亚,Adam Wandruszka,http://www.wikidata.org/entity/Q113641
乔治·冯·哈布斯堡,Georg von Habsburg,http://www.wikidata.org/entity/Q112096
伊爾莎·施特貝,Ilse Stöbe,http://www.wikidata.org/entity/Q97203
叶华,Eva Sandberg,http://www.wikidata.org/entity/Q97933
哈根·利賓,Hagen Liebing,http://www.wikidata.org/entity/Q95556
理查德·洛文塔爾,Richard Löwenthal,http://www.wikidata.org/entity/Q97771
米哈伊尔·塔尔,Mikhail Tal,http://www.wikidata.org/entity/Q102664
约翰内斯·乌兹迪尔,Johannes Urzidil,http://www.wikidata.org/entity/Q113626
保罗·祖特迈斯特,Paul Sutermeister,http://www.wikidata.org/entity/Q123421
埃利·迪科门,Élie Ducommun,http://www.wikidata.org/entity/Q122368
布鲁诺·曼瑟,Bruno Manser,http://www.wikidata.org/entity/Q124507
约翰·维尔赫尔姆·斯内尔曼,Johan Vilhelm Snellman,http://www.wikidata.org/entity/Q127688
艾倫·迪·波頓,Alain de Botton,http://www.wikidata.org/entity/Q123273
賈比·克隆巴克,Gérard Crombac,http://www.wikidata.org/entity/Q117582
霍华德·津恩,Howard Zinn,http://www.wikidata.org/entity/Q119546
约瑟夫·罗特,Joseph Roth,http://www.wikidata.org/entity/Q78509
威廉·布洛斯,Wilhelm Blos,http://www.wikidata.org/entity/Q78409
