label,cityLabel
武训传,The Life of Wu Xun
紅色禮堂,The Red Chapel
无人驾驶,Driverless
心急吃不了热豆腐,Eat Hot Tofu Slowly
東成西就2011,East Meets West
英格蘭，我的英格蘭,"England, My England"
咖啡 (韓國電影),Gabi
墨斗先生,Escape from Hong Kong Island
陸軍航空軍電影小組,First Motion Picture Unit
鐵旗門,Flag of Iron
金钱之爱,For the Love of Money
情人 (1962年電影),The Mistress
親愛的醫生,Dear Doctor
大漢 (電影),Dahan
鷹爪螳螂,Eagle's Claw
克雷爾多蘭,Claire Dolan
黑獄斷腸歌之砌生豬肉,Chinese Midnight Express
八仙渡海掃妖魔,Eight Immortals
愛君如夢,Dance of a Dream
刑法第三十九条,Keiho
約翰·亨利 (電影),Disney's American Legends
八千里路云和月 (电影),Eight Thousand Li of Cloud and Moon
笑太極,Drunken Tai Chi
彼時生命,Antoki no Inochi
夜。上海,The Longest Night in Shanghai
唐伯虎点秋香2之四大才子,Flirting Scholar 2
除霸,Fist to Fist
苦妹．喪姐．連環圖,"Funuke Show Some Love, You Losers!"
意,The Home Song Stories
苹果,Lost in Beijing
芙蓉鎮,Hibiscus Town
巴山夜雨,Evening Rain
告別親愛的大地,Farewell to the Land
每个人都将死去,Everyone's Going To Die
凱恩艦事變,The Caine Mutiny
百分百感覺,Feel 100%
忘了去懂你,Forgetting to Know You
餐叉勝過手術刀,Forks over Knives
春(電影),Haru
性鬥士孖寶,Freak Talks About Sex
自由中国：有勇气相信,Free China: The Courage to Believe
奇謀妙計女福星,Wait Until Dark
蜘蛛俠百戰曱甴精,Gagamboy
招魂,The Conjuring
高速公路殺手,Freeway Killer
HAL,Hal
幽靈戰隊,Ghost Machine
棒球之愛,Glove
槍煙,Gun Smoke
黄金大劫案,Guns and Roses
幫幫我愛神,Help Me Eros
出軌的女人,"Hi, Fidelity"
媽媽的出嫁,"Here Comes the Bride, My Mom!"
尋找周杰倫,Hidden Track
更高境界,Higher Ground
浮生 (1966年電影),Here's Your Life
蒲田进行曲,Fall Guy
你看起來很好吃,You Are Umasou
火祭,Fire Festival
同居蜜友,Fighting for Love
宛如阿修羅,Like Asura
心情直播，不NG,"Welcome Back, Mr. McDonald"
麒麟之翼,The Wings of the Kirin
我11,11 Flowers
藍是最粉的顏色,Blue and Not So Pink
日本最長的一日,Japan's Longest Day
狼灾记,The Warrior and the Wolf
佳節,Foxy Festival
四少奶,Four Mothers
弗兰西丝·哈,Frances Ha
蛇之霧,Frogs for Snakes
牙狼〈GARO〉 〜RED REQUIEM〜,Garo: Red Requiem
銀座的康康舞女郎,Ginza kankan musume
亞當等大人2,Grown Ups 2
欲蛇,Hisss
星空,Starry Starry Night
巨乳排球,Oppai Volleyball
火屋,Fire houses
好萊塢華人,Hollywood Chinese
愛得起,Give Love
在愛之中,Halfway
出埃及記 (香港電影),Exodus
花之武者,Hana
英雄無淚 (1980年電影),Heroes Shed No Tears
香草 (電影),Herb
傳說的故鄉 (電影),Evil Twin
伊芙與火馬,Eve and the Fire Horse
南京的基督,The Christ of Nanjing
埋藏寶藏中的勁量哈頓,Eveready Harton in Buried Treasure
從河底問好,Sawako Decides
死亡召喚者 (1981年電影),Evilspeak
阪急电车,Hankyū Densha
安樂戰場,Fatal Vacation
尋找金鐘旭,Finding Mr. Destiny
人魚公主 (韓國電影),"My Mother, the Mermaid"
狐狸捕手,Foxcatcher
腳踏車大作戰,Wadjda
全力以赴！ (1951年電影),Go for Broke!
源氏物语千年之谜,Genji Monogatari: Sennen no Nazo
藍衣暴警,Gang in Blue
落叶归根,Getting Home
夏日衝擊2013,2013 SummerSlam
成人派对 (2010年电影),Group Sex
通往艾因哈羅德之路,HaDerekh LeEin Harod
表姐，你好嘢！,Her Fatal Ways
再见哈瓦那,Bye Bye Havana
古灵精怪东南亚,Shocking Asia
九降風,Winds of September
夜玫瑰,Evening of Roses
絕代雙驕,Handsome Siblings
亡國神盾艦,Q5360937
第八日的蟬,Rebirth
自由無上限,Freedom
為你鍾情 (2010年電影),Frozen
控訴 (電影),Inocente
小畢的故事 (電影),Growing Up
Fire！(1977年電影),Fire!
Forgetting the Girl (電影),Forgetting the Girl
佐賀的超級阿嬤,Q5357909
夜間遠足,Q5365446
我和條子的700天戰爭,Q5358948
末路奇花,Face
Cafe Society,Cafe Society
迷魂井,The Well
號角響起,Forever Friends
快樂到死,Happy End
被出賣的台灣,Formosa Betrayed
超能力者,Haunters
Hennessy (1975年),Hennessy
SPEC～天～,SPEC: Ten
夠薑師姐之終極答案,Unfair 2: The Answer
將愛 (电影),Eternal Moment
再見了拉包爾 最後的戰鬥機,Farewell Rabaul
和鳳鳴,"Fengming, a Chinese Memoir"
情迷出租男,Fading Gigolo
秋決,Execution in Autumn
我的出櫃好友,Date and Switch
Get up (電影),Get Up!
死亡遊戲 (2010年電影),Game of Death
蘇乞兒 (1993年電影),Heroes Among Heroes
杜拉拉升職記 (電影),Go Lala Go!
歌聲中呼喚愛,Greetings from Tim Buckley
醉後屍樂園,Go Goa Gone
春的鐘,Haru no Kane
正牌韋小寶之奉旨溝女,Hero – Beyond the Boundary of Time
無家可歸中學,The Homeless Student
同途她是他,Facing Mirrors
北京遇上西雅图,Finding Mr. Right
同志家族,Friends & Family
鬼蕉樹,Ghost Banana Tree
囡囡 (電影),Girl$
六指琴魔 (1993年电影),Deadful Melody
俏皮女學生,Happy Sixteen
亡靈咒怨,Haunted Forest
最初的路,Hajimari no Michi
流星花園F,Hana Yori Dango Final
鬼老大哥大,Hantu Gangster
他的摩托 她的島,"His Motorbike, Her Island"
好萊塢洗牌,Hollywood Shuffle
香港有個荷里活,Hollywood Hong Kong
基寶,Gayby
一个陌生女人的来信,Letter from an Unknown Woman
桥,Most
夏威夷男孩,Q5355448
日出前向青春告別,Q5365531
祝祭,Festival
有仇必報,Eye for an Eye
婚前特急,Q5353717
少年手指虎,Q5368427
宿命 (電影),Fate
Donga,Donga
天堂門,Heaven's Door
五個相撲的少年,"Sumo Do, Sumo Don't"
归途列车,Last Train Home
真幌站前多田便利屋,Tada's Do-It-All House
自虐之詩,Jigyaku no Uta
羊群,Goats
巨聲媽媽,Harmony
藍鹽,Hindsight
三場意外與一個預言,Familiar Grounds
害蟲橫行 (2009電影),Infestation
嚦咕嚦咕對對碰,House of Mahjong
五月之戀,Love of May
我和春天有個約會,I Have a Date with Spring
宝莲灯,Lotus Lantern
運財五福星,How to Meet the Lucky Stars
生死鬥 (1976年電影),The Last Hard Men
以慾望之名,In the Name Of
另一隻迷惑的大象,J.A.C.E.
歌魂♪,Utatama
第五福龍丸,Lucky Dragon No. 5
野性的證明,Never Give Up
淘氣小威廉 (2010年電視劇),Just William
家族 (电影),Kazoku
奇魔俠3,Krrish 3
鐵與絲,Iron & Silk
金山 (電影),Iron Road
新好男人,Good Deeds
手足球,Foosball
地獄寶貝,Hell Baby
寅次郎的故事29 紫阳花之恋,Hearts and Flowers for Tora-san
初戀紅豆冰,Ice Kacang Puppy Love
小蜜蜂 勇氣的旋律,Hutch the Honeybee
最遙遠的距離,The Most Distant Course
蜜月旅行社,Honeymoon Travels Pvt. Ltd.
特搜戰隊刑事連者VS暴連者,Tokusou Sentai Dekaranger vs. Abaranger
蔬菜海盜歷險記,The Pirates Who Don't Do Anything: A VeggieTales Movie
那山、那人、那狗,Postmen in the Mountains
父辈足迹,If Only Everyone
蟬繭人的入侵,Invasion of the Pod People
光復節特赦,Jail Breakers
戀愛初歌,Love @ First Note
宇宙戰艦大和號 復活篇,Space Battleship Yamato: Resurrection
徬徨之刃,Samayou Yaiba
鴨川荷爾摩,Kamogawa Horumo
皇冠上的明珠,The Crown Jewels
ユンカース·カム·ヒア,Junkers Come Here
少年犯,Juvenile Offender
我在政府部門的日子,Just Follow Law
失匙殺手,Kagi Dorobō no Method
葛里斯葛里斯,Grisgris
聽見座頭市之歌,Zatoichi's Vengeance
言葉之庭,The Garden of Words
雀聖,Kung Fu Mahjong
雀聖2自摸天后,Kung Fu Mahjong 2
边境风云,Lethal Hostage
打擂台,Health Warning
神鎗手,The Sniper
螞蟻俠,Ant-Man
艾琳,Irene
形影不离,Inseparable
奈緒子,Q6395630
保衛戰隊之出動喇！朋友！,Let's Go!
實習警犬物語,Kinako
好頭髮,Good Hair
降頭 (2007年電影),Gong Tau: An Oriental Black Magic
來自天國的喝采,Tengoku Kara no Yell
星守之犬,Hoshi Mamoru Inu
古惑仔情義篇之洪興十三妹,Portland Street Blues
沖霄樓,House of Traps
華嚴經 (電影),Hwa-Om-Kyung
黑勢力/再見古惑仔,Hong Kong Bronx
選戰風暴,Knife Fight
荒山大逃殺,Timber Falls
完美的主人,The Perfect Host
蛇和貓鼬,Snake and Mongoose
一碌蔗,Just One Look
烏鴉的拇指,Karasu no Oyayubi
微笑的面具,Kedok Ketawa
大預言,Prophecies of Nostradamus
功夫馬古,Kung Fu Magoo
群盜,Kundo: Age of the Rampant
馬塔蘭的短劍,Kris Mataram
生死速递,Life Express
每當變幻時,Hooked on You
吸血鬼之吻,Immortally Yours
銀河守護隊,Guardians of the Galaxy
玉樓春曉,Interlude
殺手·婚禮之路,Q6391590
希望的大地,Good Soil
引诱,Into Temptation
火宅之人,House on Fire
咎愛,The Past
怪談 (2007年電影),Kaidan
地獄廚房 (1939年電影),Hell's Kitchen
新難兄難弟,"He Ain't Heavy, He's My Father"
幸福的開關,Q6397621
我是卡拉姆,I Am Kalam
煎釀叄寶,Three of a Kind
蔷花红莲传,Janghwa Hongryeon jeon
巨人與玩具,Giants and Toys
忽然7鴨,Gigolo Wannabe
早安總統,Good Morning President
金雞2,Golden Chicken 2
紐頓布魯克鎮,Koto
恐懼之屋,House of Fears
惊恐,Inescapable
我，安娜,"I, Anna"
十分愛,Love Is Not All Around
和豬豬一起上課的日子,School Days with a Pig
求偶一支公,I Wish I Had a Wife
與你共融,I Melt with You
鐵路小英雄,Hero of the Rails
殭屍家族,Mr. Vampire II
櫻之桃與蒲公英,Villon's Wife
金錢帝國,I Corrupt All Cops
湯瑪士小火車 霧霧島陸海空大救援,Misty Island Rescue
惡土追殺令,Into the Badlands
大決戰!超奧特8兄弟,Superior Ultraman 8 Brothers
日本鬼子：日中15年戰爭·原皇軍士兵的告白,Japanese Devils
魔幻時刻,The Magic Hour
黎明破曉的街道,Yoake no Machi de
同名日本動畫電影,Magic Tree House
养鸭人家,Beautiful Duckling
鬼家怪談,Kaidan Shin Mimibukuro: Yirei Manshon
福音战士新剧场版：？,Evangelion: 3.0+1.0
猛鬼愛情故事,Hong Kong Ghost Stories
四季·奈津子,Shiki Natsuko
華頤：吞噬怪物的孩子,Hwa-yi
南少林與北少林,Invincible Shaolin
時間女神,Irene in Time
半支煙,Metade Fumaca
变形金刚4,Transformers: Age of Extinction
新天龍八部之天山童姥,The Dragon Chronicles – The Maidens
眠狂四郎,Nemuri Kyoshirō
複仇者 (1986年電影),The Vindicator
斷線人生,Kai Po Che!
绝美之城,The Great Beauty
結婚詐欺師,Kuhio taisa
新世界,New World
人情鬼蜮,Kind Lady
羣英奪寶,I Am a Thief
大獎賽,Grand Prix
練習曲,Island Etude
難兄難弟,He's on Duty
寅次郎的故事,It's Tough Being a Man
沉月,Q5971258
頭號人物,Headlines
殺人犯,Murderer
機械格鬥戰場,Heatseeker
偉大之聲,Great World of Sound
鬼之戀,Ghost in Love
绝命派对,Invitation Only
天降之物 計時的悲傷女神,Heaven's Lost Property the Movie: The Angeloid of Clockwork
痛失芳心,Heartlands
破事兒,Q6152971
深情密碼,Silence
公共场所 (电影),In Public
斑馬總動員,Khumba
女人30又怎樣,Q6825199
龍的傳人,Legend of the Dragon
我愛你 (電影),Late Blossom
致命LD,LD 50 Lethal Dose
鬼請你睇戲,Last Ghost Standing
瑞典制,Made in Sweden
天云山传奇,Legend of Tianyun Mountain
死亡之旅,Left for Dead
狼牙,Legendary Assassin
家倩的人生之旅,To Whom It May Concern: Ka Shen's Journey
小玩意,Little Toys
創可貼,Love 911
向左愛．向右愛,Lovers’ Concerto
情人節殺手,Lovers Lane
黄河绝恋,Lover's Grief over the Yellow River
瑪蒂入獄,Madea Goes to Jail
虎尾蘭之夢,Mai Ratima
最後的戰爭,Outcast
激浪青春 (日本電影),Give It All
深夜FM,Midnight FM
街頭劇場,Midnight Ballad for Ghost Theater
第一街的奇蹟,Miracle on 1st Street
準媽媽趴趴走,Mitsuko Delivers
3分鐘先生,Mr. 3 Minutes
神啊神！你為何離開我,"My God, My God, Why Hast Thou Forsaken Me?"
顛倒的帕特瑪,Sakasama no Patema
轻轻摇晃,Lilting
孤獨的心,Lonely Heart
LaMB禁錮天使,LaMB
吉祥天女 (漫画),Kisshō Tennyo
賣玫瑰的孩子,La vendedora de rosas
我的血腥婚禮,Lani Loa – The Passage
狗狗萊德,"Lad, A Dog"
靈貓(動畫),Lily C.A.T.
戀愛素描,Wanee & Junah
精裝追女仔2004,Love Is a Many Stupid Thing
師兄撞鬼,"Look Out, Officer!"
游龍戲鳳 (2009年電影),Look for a Star
魔女潛艦,Lorelei: The Witch of the Pacific Ocean
愛情編年史 (2003年電影),Love Chronicles
最爱 (2011年电影),Love for Life
最佳福星,Lucky Stars Go Places
元氣媽媽,Mainichi Kaasan
舞妓哈哈哈,Maiko Haaaan!!!
15Malaysia,'' 15Malaysia ''
執法者,Heroic Cops
摩登男孩,Modern Boy
老港正傳,Mr. Cinema
幸福额度,Love on Credit
BAD BOYS 搞怪少年,Bad Boys
嘈雜下北澤,Q6577577
金姬和银姬的命运,Q6681234
醉生夢醒,Smashed
黑瘋婆子的快樂大家庭,Madea's Big Happy Family
少女亂亂愛,Six Acts
瘋狂大樂透,Lottery Ticket
何時是讀書天,Itsuka dokusho suruhi
大世界 (新加坡電影),"It's a Great, Great World"
摩登女孩,Modern Girls
Lady Joker,Lady Joker
中國最後一個太監,"Lai Shi, China's Last Eunuch"
天书奇谭,Legend of Sealed Book
爸爸喜歡女人,Lady Daddy
湖邊兇殺案,Lakeside Murder Case
算死草,Lawyer Lawyer
食客2：泡菜戰爭,Le Grand Chef 2: Kimchi Battle
唱你媽的歌！,Cupcakes
方糖 (電影),Lump Sugar
仰望天際：超人不可思議的故事,"Look, Up in the Sky: The Amazing Story of Superman"
小雅典,Little Athens
杨过与小龙女,Little Dragon Maiden
女老師 VS 女學生,Lovely Rivals
愛在陽光下,Love Under the Sun
緣份的天梯,"Love, So Divine"
黑色咖啡館,Cafe Noir
Macross FB7,Macross FB 7: Ore no Uta o Kike!
驱魔警察,Magic Cop
芭拉芭拉櫻之花,Para Para Sakura
永恒的爱情,Mere Naam Hai Mohabbat
超級機密,Memory Run
G計畫 Miss GO,Miss Conspirator
大家之家,Minna no Ie
李賢慶,Yona Yona Penguin
地心歷險 (1989年電影),Journey to the Center of the Earth
誰偷走蒙娜麗莎,Q6461048
致命切割,Q6660813
我的家,My House
我的黑帮恋人,My Dear Desperado
愛的路上五個人,Love and Other Catastrophes
利物浦 (2008年電影),Liverpool
戀情告急,Love on the Rocks
來自好萊塢,It Came from Hollywood
破土重生（電影）,Out of the Ashes
惊蛰,Jingzhe
楣運當頭,Jinxed!
啄木鳥和雨,The Woodsman and the Rain
種族 (2009年電影),Kisaan
禮物 (電影),Last Present
不能就這樣死去,Lee Dae-ro Can't Die
聖石傳說,Legend of the Sacred Stone
609猛鬼附身,Rahtree Reborn
愛情萬歲 (香港電影),Love is Elsewhere
戀愛與義務,Love and Duty
家和萬事興 (電影),Madea's Family Reunion
後備甜心,It Had to Be You!
人間喜劇 (電影),La Comédie humaine
我和爸爸,My Father and I
瓊與那些聲音,Joan and the Voices
不再托腮遐思,Mo hozue wa tsukanai
明明,Ming Ming
間諜,The Spy: Undercover Operation
麥加之旅,Journey to Mecca
我的哥哥,My Brother
最熟悉的陌生人,My Dear Enemy
笨蛋男孩,Mutt Boy
武狀元蘇乞兒,King of Beggars
我的最愛 (電影),L for Love L for Lies
楚留香之二蝙蝠傳奇,Legend of the Bat
綁架雅,Menculik Miyabi
廢棄的心,Junkhearts
人約離婚後,Love Is the Only Answer
偷情高手,Love in Magic
愛很爛,Love Actually... Sucks!
愛麻夫人,Madame Aema
撲克王,Poker King
喚風者,Man Who Causes a Storm
開心魔法,Magic to Win
當個創世神：Mojang的故事,Minecraft: The Story of Mojang
安打先生,Mr. 3000
神奇侠侣,Mr. & Mrs. Incredible
霓虹心,Miss Kicki
謀殺派對,Murder Party
情書 (2004年電影),The Letter
月蝕,Lunar Eclipse
鄰居,The Neighbor
難兄難弟,It Takes Two
賊中之王,King of the Underworld
小城市,Little City
愛情小說,Love Fiction
午夜之爱,Midnight My Love
聽說桐島退社了,The Kirishima Thing
租妻,Lease Wife
荒本車站,Mulleya Mulleya
喜愛夜蒲,Lan Kwai Fong
肥仔 (電影),It's Pat
血殺客,Motel
我们天上见,Lan
倫敦套房,London Suite
戀文,Love Letter
籠中鳥,Nongjungjo
市場 (電影),Market
分裂 (1987年电影),Partition
法外之法,Outlaw
真由美,Mayumi
紅巾特攻隊,Red Scarf
留得青山在 (1986年電影),Playing for Keeps
老井 (电影),Old Well
完美的旋律,Perfect Harmony
海洋男孩,Marine Boy
跨越時間,Marching Out of Time
憤怒的倫理學,An Ethics Lesson
麥兜噹噹伴我心,McDull: The Pork of Music
錢不夠用2,Money No Enough 2
兒子(日本電影),My Sons
納哈佩特,Nahapet
都市情緣(日本),My Soul Is Slashed
裸男歌唱,Naked Boys Singing
国风,National Customs
新城殺手,New Town Killers
上海夜未眠,No Sleep til Shanghai
没人订购的爱情,Nobody Ordered Love
POV～被詛咒的影片～,POV: Norowareta Film
女儿谷,Penitentiary Angel
吝嗇羅曼史,Petty Romance
我是妳的羅密歐,Raanjhnaa
籃球大作戰,Quantum Hoops
誌同志,Queer China
花漾,Ripples of Desire
跳灰,Q7209404
慳錢家族,Q7234241
拜見布朗一家,Meet the Browns
阿潘小姐,Ohan
霹靂先鋒,Final Justice
新紮師妹2美麗任務,Q6791885
新紮師妹3,Q6791849
午夜凶夢,Nightmare
史前大章魚 Octopus,Octopus
PK外傳,PK
麻辣脫口秀,Ringmaster
鬥氣鴛鴦,Period of Adjustment
瘋狂馬迷,On the Nose
寅次郎的故事33 夜雾中的寅次郎,Marriage Counselor Tora-san
舞動心方向,Marilyn Hotchkiss' Ballroom Dancing and Charm School
毒警追蹤,McCanick
樂活俱樂部,Megane
电脑黑魔,Mechanical Violator Hakaider
武林女大生,My Mighty Princess
老師你好,"My Teacher, Mr. Kim"
野蠻秘笈,My Kung-Fu Sweetheart
孤岛惊魂2,Mysterious Island 2
絕色武器,Naked Soldier
納卡卜,Naqaab
亂步迷案,Rampo
就職戰線沒有異狀,No Worries on the Recruit Front
驚爆魔鬼悍將 (1998年電影),No Tomorrow
1978年高校往事,Once Upon a Time in High School
大內密探靈靈狗,On His Majesty's Secret Service
戀戰沖繩,Okinawa Rendez-vous
愛在那年盛夏,Once in a Summer
戰慄 (2002年電影),On Line
相睇結婚,Omiai Kekkon
潘朵拉的承諾,Pandora's Promise
嫌疑犯X,Perfect Number
殺人狂,Perkins' 14
殺出個太空,Plaguers
香港七三,Hong Kong 73
请投我一票,Please Vote for Me
假面 (韓國電影),Rainbow Eyes
大誘拐Rainbow Kids,Rainbow Kids
狂野非洲,Rivers of Fire and Ice
天馬茶房 (電影),March of Happiness
質量效應：迷途楷模,Mass Effect: Paragon Lost
麥兜菠蘿油王子,"McDull, Prince de la Bun"
戰神傳說,Moon Warriors
为你疯狂,My Wishes
新飛狐外傳,New Tales of the Flying Fox
不是快樂結局,Not Another Happy Ending
大奧 (2006年電影),Oh! Oku
我愛扭紋柴,"Now You See Love, Now You Don't"
此情不渝,Not Easily Broken
愛，悄悄越界,Out in the Dark
老拍擋,Old Partner
逐夢上學路,On the Way to School
飛砂風中轉,Once a Gangster
騎偶難下,On the Doll
竊聽風雲2,Overheard 2
莫斯科来的香烟女孩,Papirosnitsa ot Mosselproma
街角洋菓子店,Patisserie Coin de rue
乐园追放 -Expelled from Paradise-,Expelled from Paradise
紫日,Purple Sunset
Rock 汪汪小狗之島,Rock: Wanko no Shima
帕特里克,Patrick
生命的邊緣,Meet the Hollowheads
奈德,Ned
旅程,Passages
失憶星期一,Monday
有一天,One Day
支那之夜,Q6763334
查理與巧克力工廠原著與電影版本的相異,Q6775046
流氓 (電影),Q6762124
驚天械劫案,Q7189724
懺悔,Penance
新 ‧ 無仁義之戰,New Battles Without Honor and Humanity
瀨戶內月光小夜曲,Moonlight Serenade
导盲犬小Q,Quill
星月童話,Moonlight Express
比悲傷更悲傷的故事,More Than Blue
戰神 (電影),Q7233715
帕帕羅蒂,My Paparotti
彩虹小马直播：世界上最大的茶话会,My Little Pony Live: The World's Biggest Tea Party
老婆結婚了,My Wife Got Married
犀照 (電影),49 Days
截然相反的日子,Opposite Day
南營洞1985,National Security
情迷格蕾絲,Nearing Grace
新聞線上,Newsfront
沒禮貌的傢伙們,No Mercy for the Rude
老男孩 (筷子兄弟),Old Boys
借屍還魂 (電影),Over My Dead Body
G4特工,Option Zero
一石二鸟,One Stone Two Birds
愛在電視台中的日子,One Day in the Life of Television
末日殺神,On the Job
春逝,One Fine Spring Day
英雄赤女2之當今霸主,Once Upon a Time in Triad Society
天堂：信仰,Paradise: Faith
青春肖像,Passion Portrait
包和他的兄弟,Pau and His Brother
桃花泣血記,Peach Blossom Weeps Tears of Blood
決戰投手丘,Perfect Game
奪命針,Needle
红楼梦 (1989年电影),A Dream of Red Mansions
昨天,Quitting
通向地獄之路,Road to Hell
叉手,Masked Avengers
永無結局的故事,Never Ending Story
錢不夠用,Money No Enough
我要成名,My Name Is Fame
甜蜜，殺人伐戀人,My Scary Girl
不十分好萊塢,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!"
沖繩少年,Okinawan Boys
石花村,Oyster Village
巴勒 (電影),Pareh
末日之戀,Parts per Billion
皮諾切特最後的抵抗,Pinochet in Suburbia
歪妹無敵追男記,Please Teach Me English
俠客行,Ode to Gallantry
凶男寡女,Set Up
玩蛋倒數,See You After School
關人7事,Seven 2 One
解碼危機,The Numbers Station
写乐 (电影),Sharaku
忍者,Shinobi no Mono
對不起，仇家,"Sorry, Haters"
帶我去遠方,Somewhere I Have Never Traveled
白目怪談,Shirome
雜技亡命隊,Shaolin Daredevils
毛骨悚然,Sorum
渔光曲,Song of the Fishermen
致命核料 (電影),Pu-239
背後靈,Someone Behind You
2007年夏季,Summer 2007
夏天的尾巴,Summer's Tail
必殺4 我會消除怨恨,Sure Death 4: Revenge
混合,Super Hybrid
配角 (電影),Supporting Characters
颱風太陽,The Aggressives
大院君 (電影),Prince Daewon
蘭迪與強盜,Randy and the Mob
福星闖江湖,Return of the Lucky Stars
香港奇案之強姦,Raped by an Angel
魔劍俠情,Return of the Sentimental Swordsman
S日記,S Diary
庐山恋,Romance on Lushan Mountain
催眠 (電影),Saimin
演員就是演員,Rough Play
蘋果(電影),Sa-kwa
賽爾號大電影2：雷伊與邁爾斯,Seer 2
少林傳人,Shaolin Prince
殺手・藤枝梅安,Shikake-nin Baian
纽约客@上海,Shanghai Calling
海炭市敘景,Sketches of Kaitan City
街市英雄,Shaolin Rescuers
舒振東華文打字機,Shuzhendong Chinese Typewriter
神腿鐵扇功,Snuff Bottle Connection
誰之罪,Sinners' Holiday
许愿,So Won
鴛鴦歌合戰,Singing Lovebirds
双旗镇刀客,Swordsmen in Double Flag Town
無敵猛鯊,Super Shark
自殺殺手,Suicide Killers
超级巨人,Super Giant
1724藝妓之家騷亂事件,The Accidental Gangster and the Mistaken Courtesan
叛逆少年,Teenage Rebel
太极1从零开始,Tai Chi 0
蠍子王,The Scorpion King
致命一夜情,Say Nothing
亂世兒女,"Shanghai, Shanghai"
犀牛 (電影),Rhinoceros
江湖情,Rich and Famous
性爱学分,Score
Ready (2008年電影),Ready
爱的色放,Summertime
薩蒂亞,Satya
带我回家,Take Me Home
千王之王2000,The Tricky Master
淚王子,Prince of Tears
笑功震武林,Princess and the Seven Kung Fu Masters
復仇者之死,Revenge: A Love Story
復活！奧特曼,Revive! Ultraman
电动车的复仇,Revenge of the Electric Car
肩上蝶,Rest on Your Shoulder
奔跑的烏龜,Running Turtle
戀愛的目的,Rules of Dating
逆轉王牌,"Runner, Runner"
九二神鵰之痴心情長劍,Saviour of the Soul II
忠義群英,Seven Warriors
暗影連,Shadow Company
色即是空2,Sex Is Zero 2
閣樓大象,Searching for the Elephant
Coldplay Live 2012,Coldplay Live 2012
傾聽我的聲音,Sound of My Voice
小城故事,Small Town Story
賣夢的兩人,夢売るふたり
风云儿女,Sons and Daughters in a Time of Storm
夏日的時光機器,Summer Time Machine Blues
寂靜交響樂,Symphony of Silence
放浪,Sweet Degeneration
死神來了,Final Destination
野獸 (電影),Running Wild
学校霸王,School Days
秘密爱 (2010年电影),Secret Love
赤毛,Red Lion
假如我是真的 (電影),If I Were for Real
小島 (電視劇),Small Island
女校風雲之邪教入侵,Q7244420
再生 (電影),Regeneration
走投有路,Runaway
恨海情天,Sanctuary
粗毛,Shag
红河 (电影),Red River
迷情密碼,Secret
疑惑 (松本清張),Suspicion
夏季,Summer
人性的证明,Proof of the Man
姐姐過去吧,Project Makeover
到阜阳六百里,Return Ticket
利修,Rikyu
伤心童话,Sad Fairy Tale
山伯英台,Sam Pek Eng Tay
戰國自衛隊1549,Samurai Commando: Mission 1549
落跑老爸,Running Man
上海隔都 (电影),Shanghai Ghetto
四大门派,Shaolin Plot
夢幻女煞 (1998年電影),Shattered Image
愛無7限,Seven Something
皇家女將,She Shoots Straight
美丽上海,Shanghai Story
没完没了,Sorry Baby
古老國度的傳說,Tales of an Ancient Empire
大帝之劍,Taitei no Ken
太极2英雄崛起,Tai Chi Hero
科技不進化論,Surviving Progress
盜日者,Taiyō o Nusunda Otoko
鴻運女,Tales of a Golden Geisha
杀戮演绎,The Act of Killing
B+偵探,The Detective 2
因為愛情,The Disappearance of Eleanor Rigby
決不撤退！,"Retreat, Hell!"
红樱桃,Red Cherry
魯賓一家重聚,Reuniting the Rubins
浪漫天堂,Romantic Heaven
浪漫島嶼,Romantic Island
偉大的隱藏者,"Secretly, Greatly"
天降橫財,Scarfies
玉蒲团之官人我要,Sex and Zen III
喜歡現在這樣,Sisters on the Road
扁担·姑娘,So Close to Paradise
雪王子,Snow Prince
快車大王,Red Hot Tires
白雪公主,Snow White
西厢记,Romance of the Western Chamber
碧血劍,Sword Stained with Royal Blood
沙之下,Sand
大鹿村騷動記,Someday
Sugar&spice~風味絕佳,Sugar and Spice
同門,Rebellion
槍之子,Son of a Gun
棒球男孩,Sugar
夏威夷凱烏蘭妮公主,Princess Kaiulani
閣樓陰魂,The Attic
向日葵 (2005年电影),Sunflower
賽爾號之尋找鳳凰神獸,Seer
一個好爸爸,Run Papa Run
浪人街(1990版),Roningai
暗殺龍馬,Ryoma Ansatsu
聖鬥士星矢 LEGEND of SANCTUARY,Saint Seiya the Movie
驚逢敵手,Steal Big Steal Little
哥斯拉,Godzilla
九尾狐家族,The Fox Family
Lustgården,The Pleasure Garden
消失的子彈,The Bullet Vanishes
富貴兵團,The Fortune Code
白髮魔女2,The Bride with White Hair 2
去年煙花特別多,The Longest Summer
运转手之恋,The Cabbie
禮儀式,The Funeral
荒涼大地,The Dry Land
江山美人 (1959年電影),The Kingdom and the Beauty
新中國,The New China
征服海洋的女法老,The Pharaoh Who Conquered the Sea
開心告別派對,The Event
美女食神,The Lady Iron Chef
鬼也笑,The Ghosts Must Be Crazy
貓頭鷹與小飛象,The Owl vs Bombo
科學的故事：權力、證據與激情,"The Story of Science: Power, Proof and Passion"
爵士歌手 (1952年電影),The Jazz Singer
爵士歌手 (電視劇),The Jazz Singer
監視者們,Stakeout
午後的陽光,That Evening Sun
