label,cityLabel,countryLabel
维克弗斯特大学,Wake Forest University,United States of America
金策工業綜合大學,Kim Chaek University of Technology,North Korea
白金漢郡新大學,Buckinghamshire New University,United Kingdom
伊尔默瑙工业大学,Ilmenau University of Technology,Germany
伍珀塔尔大学,University of Wuppertal,Germany
西贡大学,Saigon University,Vietnam
柏根蒂大學,University of Burgundy,France
埃因霍温理工大学,Eindhoven University of Technology,Netherlands
維也納經濟大學,Vienna University of Economics and Business,Austria
大阪府立大學,Osaka Prefecture University,Japan
塞麦尔维斯大学,Semmelweis University,Hungary
蒙特利尔工程学院,École Polytechnique de Montréal,Canada
卡魯因大學,University of al-Karaouine,Morocco
京畿大學,Kyonggi University,South Korea
加爾文大學,Calvin University,South Korea
全州大學,Jeonju University,South Korea
慶星大學,Kyungsung University,South Korea
庆尚大学,Gyeongsang National University,South Korea
明知大學,Myongji University,South Korea
首爾教育大學,Seoul National University of Education,South Korea
首爾科技大學,Seoul National University of Science and Technology,South Korea
釜慶大學,Pukyong National University,South Korea
都灵理工大学,Politecnico di Torino,Italy
韩国科学技术院,KAIST,South Korea
不列顛哥倫比亞大學,University of British Columbia,Canada
萊頓大學,Leiden University,Netherlands
基尔大学,University of Kiel,Germany
萊比錫孟德爾頌音樂戲劇學院,University of Music and Theatre Leipzig,Germany
布拉格查理大学,Charles University in Prague,Czech Republic
羅徹斯特大學,University of Rochester,United States of America
西北大学,Northwestern University,United States of America
安得烈大學,Andrews University,United States of America
查爾斯頓大學,University of Charleston,United States of America
州立查特爾奧克學院,Charter Oak State College,United States of America
华沙大学,University of Warsaw,Poland
愛德華國王醫療大學,King Edward Medical University,Pakistan
國立虎尾科技大學,National Formosa University,Taiwan
群山大學,Kunsan National University,South Korea
釜山教育大學,Busan National University of Education,South Korea
平壤醫學大學,Pyongyang Medical University,North Korea
吳鳳科技大學,WuFeng University,Taiwan
匈牙利塞格德大學,University of Szeged,Hungary
东北大学,Northeastern University,United States of America
汉堡大学,University of Hamburg,Germany
長崎大學,Nagasaki University,Japan
奧克拉荷馬浸信大學,Oklahoma Baptist University,United States of America
孔敬大學,Khon Kaen University,Thailand
青山學院大學,Aoyama Gakuin University,Japan
奥格斯堡大学,University of Augsburg,Germany
佩珀代因大学,Pepperdine University,United States of America
和平大学,University for Peace,Costa Rica
罗兹大学,University of Łódź,Poland
南密西西比大學,University of Southern Mississippi,United States of America
阿帕拉契大學,Appalachian State University,United States of America
社会科学高等学院,School for Advanced Studies in the Social Sciences,France
早稻田大学,Waseda University,Japan
東國大學,Dongguk University,South Korea
淑明女子大學,Sookmyung Women's University,South Korea
翰林大學,Hallym University,South Korea
高神大学,Kosin University,South Korea
順天大學,Sunchon National University,South Korea
西京大學,Seokyeong University,South Korea
韓東國際大學,Handong Global University,South Korea
喀山国立大学,Kazan Federal University,Russia
密西根州立大學,Michigan State University,United States of America
国立圣马尔科斯大学,National University of San Marcos,Peru
費德里柯聖瑪利亞科技大學,Federico Santa María Technical University,Chile
越南航空學院,Vietnam Aviation Academy,Vietnam
阿布哈茲國立大學,Abkhazian State University,Georgia
安达拉斯大学,Andalas University,Indonesia
维也纳大学,University of Vienna,Austria
西雅图大学,Seattle University,United States of America
阿布哈茲國立大學,Abkhazian State University,Abkhazia
西弗吉尼亞大學,West Virginia University,United States of America
莫斯科獨立大學,Independent University of Moscow,Russia
坦佩雷理工大学,Tampere University of Technology,Finland
第比利斯国立大学,Tbilisi State University,Georgia
大田大學,Daejeon University,South Korea
東義大學,Dong-Eui University,South Korea
木浦海洋大學,Mokpo National Maritime University,South Korea
广西师范大学,Guangxi Normal University,People's Republic of China
金日成综合大学,Kim Il-sung University,North Korea
福坦莫大学,Fordham University,United States of America
西華盛頓大學,Western Washington University,United States of America
亞太創意技術學院,Asia-Pacific Institute of Creativity,Taiwan
海德堡大学,Heidelberg University,Germany
塔塔基礎研究院,Tata Institute of Fundamental Research,India
沈阳理工大学,Shenyang Ligong University,People's Republic of China
公州國立大學,Kongju National University,South Korea
圣公会大学,Sungkonghoe University,South Korea
漢城大學,Hansung University,South Korea
水原大學,University of Suwon,South Korea
祥明大學,Sangmyung University,South Korea
特羅姆瑟大學,University of Tromsø,Norway
哈雷-维滕贝格大学,University of Halle-Wittenberg,Germany
