label,cityLabel,countryLabel
慕尼黑-里姆机场,Munich-Riem Airport,Germany
哈立德国王国际机场,King Khalid International Airport,Saudi Arabia
浦那国际机场,Pune Airport,India
開羅國際機場,Cairo International Airport,Egypt
格羅德諾機場,Hrodna Airport,Belarus
乃磨機場,Nanaimo Airport,Canada
滕南特克里克,Tennant Creek Airport,Australia
纳什维尔国际机场,Nashville International Airport,United States of America
罗马钱皮诺机场,Ciampino–G.B. Pastine International Airport,Italy
奥兰多国际机场,Orlando International Airport,United States of America
萨达尔·瓦拉巴伊·帕特尔国际机场,Sardar Vallabhbhai Patel International Airport,India
檳城國際機場,Penang International Airport,Malaysia
伊拉克利翁尼科斯·卡赞察基斯国际机场,Heraklion International Airport,Greece
公主港國際機場,Puerto Princesa International Airport,Philippines
穆罕默德五世国际机场,Mohammed V International Airport,Morocco
凱恩斯機場,Cairns Airport,Australia
福尼布機場,"Oslo Airport, Fornebu",Norway
恩澤托機場,N'zeto Airport,Angola
阿米尔卡·加布拉尔国际机场,Amílcar Cabral International Airport,Cape Verde
新加坡樟宜机场,Singapore Changi Airport,Singapore
成田国际机场,Narita International Airport,Japan
克羅托內機場,Crotone Airport,Italy
图卢兹－布拉尼亚克机场,Toulouse–Blagnac Airport,France
聖卡洛斯-德巴里洛切機場,San Carlos de Bariloche Airport,Argentina
梅赫拉巴德國際機場,Mehrabad International Airport,Iran
库奥皮奥机场,Kuopio Airport,Finland
羅馬－菲烏米奇諾機場,Leonardo da Vinci–Fiumicino Airport,Italy
米林金比,Milingimbi Airport,Australia
卡塔尼亞,Catania-Fontanarossa Airport,Italy
罗纳德·里根华盛顿国家机场,Ronald Reagan Washington National Airport,United States of America
里斯本机场,Lisbon Airport,Portugal
費城國際機場,Philadelphia International Airport,United States of America
仙台機場,Sendai Airport,Japan
諾魯國際機場,Nauru International Airport,Nauru
密爾瓦基,General Mitchell International Airport,United States of America
檀香山國際機場,Honolulu International Airport,United States of America
华盛顿杜勒斯国际机场,Washington Dulles International Airport,United States of America
紐華克自由國際機場,Newark Liberty International Airport,United States of America
Bangoka國際機場,Bangoka International Airport,Democratic Republic of the Congo
奇姆肯特國際機場,Shymkent International Airport,Kazakhstan
貝達國際機場,Al Abraq International Airport,Libya
布列斯特機場,Brest Airport,Belarus
斯德哥爾摩－布魯瑪機場,Stockholm Bromma Airport,Sweden
奧克蘭國際機場,Oakland International Airport,United States of America
鲍里斯波尔国际机场,Boryspil International Airport,Ukraine
东营机场,Dongying Shengli Airport,People's Republic of China
仁川國際機場,Incheon International Airport,South Korea
穆尔塔拉·穆罕默德国际机场,Murtala Muhammed International Airport,Nigeria
上海虹桥国际机场,Shanghai Hongqiao International Airport,People's Republic of China
阿爾本加機場,Albenga Airport,Italy
埃爾克哈特-莫頓縣機場,Elkhart–Morton County Airport,United States of America
哥印拜陀國際機場,Coimbatore Airport,India
塞蔔哈機場,Sabha Airport,Libya
的黎波里-米提加,Mitiga International Airport,Libya
隆城國際機場,Long Thanh International Airport,Vietnam
华沙肖邦机场,Warsaw Chopin Airport,Poland
坦帕國際機場,Tampa International Airport,United States of America
北特內里費機場,Tenerife North Airport,Spain
萬隆國際機場,Husein Sastranegara International Airport,Indonesia
馬雅世界國際機場,Mundo Maya International Airport,Guatemala
濟州國際機場,Jeju International Airport,South Korea
暹粒－吴哥国际机场,Siem Reap International Airport,Cambodia
新山一國際機場,Tan Son Nhat International Airport,Vietnam
奧爾托國際機場,El Alto International Airport,Bolivia
北京首都第二机场,Beijing Daxing International Airport,People's Republic of China
Carriel Sur國際機場,Carriel Sur International Airport,Chile
阿图罗·梅里诺·贝尼特斯准将国际机场,Comodoro Arturo Merino Benítez International Airport,Chile
香農機場,Shannon Airport,Ireland
塔那那利佛/伊瓦图国际机场,Ivato Airport,Madagascar
卡通布拉機場,Catumbela Airport,Angola
麥克坦－宿霧國際機場,Mactan–Cebu International Airport,Philippines
金浦国际机场,Gimpo International Airport,South Korea
奥卢机场,Oulu Airport,Finland
沙加緬度國際機場,Sacramento International Airport,United States of America
台南機場,Tainan Airport,Taiwan
花蓮機場,Hualien Airport,Taiwan
莫吉廖夫機場,Mogilev Airport,Belarus
鹽湖城國際機場,Salt Lake City International Airport,United States of America
馬德拉機場,Cristiano Ronaldo Airport,Portugal
阿萊姆港,Marsa Alam International Airport,Egypt
長崎機場,Nagasaki Airport,Japan
萨格勒布机场,Zagreb Airport,Croatia
尼庫瑙機場,Nikunau Airport,Kiribati
托布魯克,Tobruk Airport,Libya
羅曼·莫圖國際機場,Roman Tmetuchl International Airport,Palau
