label,cityLabel,countryLabel
三元桥,Sanyuan Bridge,People's Republic of China
Queensboro橋,Queensboro Bridge,United States of America
倫敦塔橋,Tower Bridge,United Kingdom
恩宠桥,Ponte alle Grazie,Italy
豪拉大桥,Howrah Bridge,India
米拉波橋,Pont Mirabeau,France
自由桥,Liberty Bridge,Hungary
大使桥,Ambassador Bridge,Canada
蘇丹雅哈耶布特拉大橋,Sultan Yahya Petra Bridge,Malaysia
大使桥,Ambassador Bridge,United States of America
福斯橋,Forth Bridge,United Kingdom
丹昆特大桥,Danyang–Kunshan Grand Bridge,People's Republic of China
CNR桥,CNR Bridge,Canada
龍邊橋,Long Bien Bridge,Vietnam
马格德堡水桥,Magdeburg Water Bridge,Germany
雅克·卡蒂埃橋,Jacques Cartier Bridge,Canada
新橋,Most Slovenského národného povstania,Slovakia
亚武兹苏丹塞利姆大桥,Yavuz Sultan Selim Bridge,Turkey
西門大橋,West Gate Bridge,Australia
里歐·黑爾舍爵士大橋,Sir Leo Hielscher Bridges,Australia
赛尔伍德桥,Sellwood Bridge,United States of America
中山橋 (台北市),Q10875290,Taiwan
中興橋,Q10876000,Taiwan
科珀斯克里斯蒂港大桥,Corpus Christi Harbor Bridge,United States of America
霍亨索伦桥,Hohenzollern Bridge,Germany
潘吉波庸塔吉克-阿富汗橋,Tajikistan–Afghanistan bridge at Panji Poyon,Tajikistan
三汊矶大桥,Q10866276,People's Republic of China
潘吉波庸塔吉克-阿富汗橋,Tajikistan–Afghanistan bridge at Panji Poyon,Afghanistan
厦漳跨海大桥,Xiamen Zhangzhou Bridge,People's Republic of China
太平湖大桥,Taiping Lake Bridge,People's Republic of China
三峽大橋,Q10865946,Taiwan
三鶯大橋,Q10867147,Taiwan
中正橋,Q10875748,Taiwan
八安大橋,Q10892096,Taiwan
托比亞克橋,pont de Tolbiac,France
三国桥,Three Countries Bridge,France
曙光橋,Q11090534,Taiwan
龍神橋 (南投縣),Q11180620,Taiwan
中支流大橋,Middle Arm Bridge,Canada
武汉白沙洲长江大桥,Wuhan Baishazhou Yangtze River Bridge,People's Republic of China
紫橋,Q11279623,Japan
蔓橋,Q11263836,Japan
桃花江桥,Q11112501,People's Republic of China
榕溪桥,Q11120422,People's Republic of China
江南山大桥,Q11133803,People's Republic of China
泸定路桥,Q11145245,People's Republic of China
海河开启桥,Q11150926,People's Republic of China
鸭绿江断桥,Q11174479,People's Republic of China
黑石铺大桥,Q11179365,People's Republic of China
江东大桥 (杭州),Q11133629,People's Republic of China
约翰·菲利普·苏萨大桥,John Philip Sousa Bridge,United States of America
沙燕橋,Sand Martin Bridge,People's Republic of China
維納斯橋,Venus Bridge,Japan
成方桥,Q10296929,People's Republic of China
東洋大橋,Q11527642,Japan
江戶橋 (東京都),Q11551096,Japan
櫻橋 (東京都),Q11538116,Japan
亞瑟·萊恩橋,Arthur Laing Bridge,Canada
乃街橋,Knight Street Bridge,Canada
铜陵长江大桥,Tongling Bridge,People's Republic of China
通济桥 (余姚),Tongji Bridge,People's Republic of China
花樑橋,Bollman Truss Railroad Bridge,United States of America
杏林大桥,Xinglin Bridge,People's Republic of China
魚藤坪斷橋,Longteng Bridge,Taiwan
伊茲橋,Eads Bridge,United States of America
阿富汗-烏茲別克斯坦友誼橋,Afghanistan–Uzbekistan Friendship Bridge,Afghanistan
济南黄河大桥,Jinan Yellow River Bridge,People's Republic of China
宜万铁路万州长江大桥,Wanzhou Railway Bridge,People's Republic of China
胜利桥,Victory Bridge,United States of America
拉班干谷桥,Wadi Leban Bridge,Saudi Arabia
維多利亞王后橋,Q9064469,Spain
薛爾思橋,Benjamin Sheares Bridge,Singapore
堅拿道天橋,Canal Road Flyover,People's Republic of China
淡江大橋,Danjiang Bridge,Taiwan
波特兰公园桥,Portland Park Bridge,United States of America
廣福橋,Kwong Fuk Bridge,People's Republic of China
奧斯特利茨高架鐵路橋,viaduc d'Austerlitz,France
武汉长江二桥,Second Wuhan Yangtze River Bridge,People's Republic of China
泰老友誼大橋,Thai–Lao Friendship Bridge,Thailand
湯瑪斯高架橋,Thomas Viaduct,United States of America
泰老友誼大橋,Thai–Lao Friendship Bridge,Laos
黑衣修士橋,Blackfriars Bridge,United Kingdom
公园大道高架桥,Park Avenue Viaduct,United States of America
帕拉斯基橋,Palacký Bridge,Czech Republic
東勢大橋,Q11103077,Taiwan
博爾特大橋,Bolte Bridge,Australia
大班吉大橋,Tappan Zee Bridge,United States of America
羅伯特·肯尼迪大橋,Triborough Bridge,United States of America
新庄大桥,Q11082604,People's Republic of China
明州大桥,Q11087822,People's Republic of China
深中通道,Shenzhen-Zhongshan Bridge,People's Republic of China
梅溪大桥,Meixi River Bridge,People's Republic of China
威尔茅斯桥,Wearmouth Bridge,United Kingdom
福斯公路橋,Forth Road Bridge,United Kingdom
江厦桥,Q11133944,People's Republic of China
龙隐桥,Q11181877,People's Republic of China
電訊港橋,Q11319777,Japan
月湖桥,Q11091992,People's Republic of China
松浦三桥,Q11104708,People's Republic of China
梅山大桥,Q11114705,People's Republic of China
江東橋,Kōtōbashi,Japan
渡月橋,Togetsu-kyō,Japan
昆士堡橋,Queensborough Bridge,Canada
黑衣修士鐵路橋,Blackfriars Railway Bridge,United Kingdom
江北大桥,Q11133699,People's Republic of China
河南路桥,Q11141740,People's Republic of China
海即跨海大桥,Q11150368,People's Republic of China
海津大桥,Q11150989,People's Republic of China
鹧鸪江大桥,Q11174792,People's Republic of China
蓝桥,Blue Bridge,Russia
江島大橋,Eshima Ohashi Bridge,Japan
歐羅巴大橋,Europabrücke,Austria
汕头礐石大桥,Queshi Bridge,People's Republic of China
青洲大桥,Qingzhou Min River Bridge,People's Republic of China
八一桥,Q6853588,People's Republic of China
日本橋 (福島縣),Q11508314,Japan
水鄉大橋,Q11549311,Japan
聖水大橋,Seongsu Bridge,South Korea
约翰·詹姆斯·奥杜邦大桥,John James Audubon Bridge,United States of America
木津川鐵橋 (近鐵京都線),Q11519241,Japan
木遣橋,Q11519401,Japan
東雲橋 (江東區),Q11528715,Japan
海之中道大橋,Q11558611,Japan
新江桥,Q11083097,People's Republic of China
明石海峡大桥,Akashi Kaikyō Bridge,Japan
巴特錫鐵路橋,Battersea Railway Bridge,United Kingdom
柑園大橋,Q11108433,Taiwan
中山桥 (兰州),Zhongshan Bridge,People's Republic of China
琶洲大桥,Pazhou Bridge,People's Republic of China
朝阳大桥,Q11092617,People's Republic of China
武汉杨泗港长江大桥,Q11124688,People's Republic of China
永丰桥 (宁波),Q11130897,People's Republic of China
永定河特大桥 (京石客运专线),Q11131783,People's Republic of China
汉中门大桥,Q11133099,People's Republic of China
江汉桥,Q11134644,People's Republic of China
池州长江大桥,Q11135713,People's Republic of China
沙王渭河大桥,Q11140554,People's Republic of China
洛溪大桥,Q11146119,People's Republic of China
海河大桥,Q11150925,People's Republic of China
明美橋,Q11257087,Japan
通济桥 (金华),Tongji Bridge (Jinhua),People's Republic of China
解放大桥 (广州),Jiefang Bridge,People's Republic of China
八一大桥,Q6853599,People's Republic of China
約翰·巴西隆老兵紀念大橋,John Basilone Veterans Memorial Bridge,United States of America
新豐橋,Q11504122,Japan
班納橋,William R. Bennett Bridge,Canada
江湾大桥,Jiangwan Bridge,People's Republic of China
劉易斯頓-昆士頓橋,Lewiston–Queenston Bridge,United States of America
九江长江大桥,Jiujiang Yangtze River Bridge,People's Republic of China
温莎桥,Windsor Bridge,United Kingdom
八里桥,Baliqiao,People's Republic of China
临江门大桥,Q9384661,People's Republic of China
聯邦大橋,Confederation Bridge,Canada
12号美国国道桥,US 12 Bridges,United States of America
藍巴勒海峽橋,Rambler Channel Bridge,People's Republic of China
飛馬橋,Pegasus Bridge,France
