label,cityLabel,countryLabel
贵阳市奥林匹克体育中心,Guiyang Olympic Sports Center,People's Republic of China
后港体育场,Hougang Stadium,Singapore
拉慶體育場,Tan Sri Dato Haji Hassan Yunos Stadium,Malaysia
大英國協體育場,Commonwealth Stadium,Canada
惠州奥林匹克体育场,Huizhou Olympic Stadium,People's Republic of China
埼玉縣營大宮公園棒球場,Q11248614,Japan
中央球場,Central Stadium,Belarus
中山足球場,Zhongshan Soccer Stadium,Taiwan
達爾加球場,Dalga Arena,Azerbaijan
沃尔特华盛顿会议中心,Walter E. Washington Convention Center,United States of America
綾羅島5月1日競技場,Rungrado 1st of May Stadium,North Korea
香川县丸龟体育场,Kagawa Marugame Stadium,Japan
阿里穆赫辛體育場,Ali Mohsen Al-Muraisi Stadium,Yemen
杰西·欧文斯纪念体育场,Jesse Owens Memorial Stadium,United States of America
虹口足球场,Hongkou Football Stadium,People's Republic of China
PPG塗料競技場,PPG Paints Arena,United States of America
雅典奥林匹克体育场,Olympic Stadium,Greece
行待体育场,Hàng Đẫy Stadium,Vietnam
魯杜路球場,Stade de Roudourou,France
奧林比斯卡斯球場,Ventspils Olimpiskais Stadions,Latvia
中国2010年上海世界博览会非洲联合馆,Shanghai Expo Mart,People's Republic of China
貝魯特市體育場,Beirut Municipal Stadium,Lebanon
阿薩迪體育館,Azadi Indoor Stadium,Iran
嘉興市體育場,Jiaxing Stadium,People's Republic of China
江西省奥体中心体育场,Jiangxi Olympic Sports Center,People's Republic of China
江陰市體育中心,Jiangyin Stadium,People's Republic of China
新普斯卡什球場,New Puskás Ferenc Stadium,Hungary
中山市興中體育場,Zhongshan Sports Center Stadium,People's Republic of China
湖南省人民体育中心,Hunan Provincial People's Stadium,People's Republic of China
亞利桑那退伍軍人紀念體育館,Arizona Veterans Memorial Coliseum,United States of America
契薩皮克能源公司球場,Chesapeake Energy Arena,United States of America
聖占士公園球場,St James' Park,United Kingdom
奧林匹克國家綜合體育場,Olimpiyskiy National Sports Complex,Ukraine
瑞士首都球場,Stade de Suisse,Switzerland
奧林匹克體育場,Olympic Stadium,Cambodia
皇家班巴夫肯球場,Royal Bafokeng Stadium,South Africa
戴拿模球場 (明斯克),Dynama Stadium,Belarus
拿殊迪體育場,Al-Rashid Stadium,United Arab Emirates
斯巴達球場（納爾奇克）,Spartak Stadium,Russia
埃利斯公園球場,Ellis Park Stadium,South Africa
O.co 競技場,Oakland Coliseum,United States of America
法托达体育场,Fatorda Stadium,India
斯里·肯提拉瓦體育場,Sree Kanteerava Stadium,India
貝日格拉德體育場,Bežigrad Stadium,Slovenia
哥斯大黎加國家體育場,Estadio Nacional de Costa Rica,Costa Rica
盧米埃爾球場,Parc Olympique lyonnais,France
寧平體育場,Ninh Binh Stadium,Vietnam
沃魯爾球場,KR-völlur,Iceland
崑山體育中心體育場,Kunshan Stadium,People's Republic of China
格里蒙普雷斯·約里球場,Stade Grimonprez-Jooris,France
馬迪亞蘭里奧球場,Estadio de los Juegos Mediterráneos,Spain
布里斯本娛樂中心,Brisbane Entertainment Centre,Australia
帕拉馬塔體育場,Parramatta Stadium,Australia
哈瑪德體育場,Grand Hamad Stadium,Qatar
蘇加沙達薩體育場,Sugathadasa Stadium,Sri Lanka
波曼體育場,Polman Stadion,Netherlands
尤文圖斯球場,Juventus Stadium,Italy
布里吉·伊里亞特體育場,Brígido Iriarte Stadium,Venezuela
伊甸園體育場,Eden Arena,Czech Republic
不丹体育场,Changlimithang Stadium,Bhutan
拉萨市人民体育场,Q11077064,People's Republic of China
泰勒球場馬賽克體育館,Mosaic Stadium at Taylor Field,Canada
帕肯球场,Parken Stadium,Denmark
经开体育场,Development Area Stadium,People's Republic of China
加拉加斯奥林匹克体育场,Estadio Olímpico,Venezuela
塔赫蒂體育場,Takhti Stadium (Tehran),Iran
海軍及陸戰隊紀念球場,Navy–Marine Corps Memorial Stadium,United States of America
盧斯球場,Estádio da Luz,Portugal
