label,cityLabel,countryLabel
君士坦丁堡,Constantinople,Ottoman Empire
君士坦丁堡,Constantinople,Latin Empire
阿達卜,Adab,Iraq
薩第斯,Sardis,Turkey
查爾平原,Plain of Jars,Laos
特洛伊,Troy,Turkey
太陽金字塔,Pyramid of the Sun,Mexico
特奧蒂瓦坎,Teotihuacan,Mexico
帕薩爾加德,Pasargadae,Iran
卡斯特羅（拉吉歐）,"Castro, Lazio",Italy
錫拉庫沙希臘劇場,Greek Theatre of Syracuse,Italy
马里,Mari,Syria
周公庙遗址,Q991847,People's Republic of China
埃勃拉,Ebla,Syria
蒲甘,Bagan,Myanmar
泰馬,Tayma,Saudi Arabia
庞贝,Pompeii,Italy
布特林特,Buthrotum,Albania
南馬都爾,Nan Madol,Federated States of Micronesia
卡拉爾,Caral,Peru
哈苏纳,Hassuna,Iraq
桑马尔拉赫登麦基青铜时代墓地遗址,Sammallahdenmäki,Finland
奧朗日古羅馬劇場,Théâtre antique d'Orange,France
阿瓦里斯,Avaris,Egypt
特洛伊,Troy,ancient Greece
柏孜克里克千佛洞,Bezeklik Thousand Buddha Caves,People's Republic of China
萨摩斯隧道,Tunnel of Eupalinos,Greece
高昌,Gaochang,People's Republic of China
朱卜堅寧,Joub Jannine,Lebanon
月亮金字塔,Pyramid of the Moon,Mexico
埃里都,Eridu,Iraq
沙格镇,Dougga,Tunisia
巨石阵,Stonehenge,United Kingdom
歐拉,Al-`Ula,Saudi Arabia
瑪甸沙勒,Mada'in Saleh,Saudi Arabia
比尔卡班巴,Vilcabamba,Peru
哈拉帕,Harappa,Pakistan
太阳神殿,Coricancha,Peru
尼斯亭斯,Ninstints,Canada
尼姆鲁德,Nimrud,Iraq
大足石刻,Dazu Rock Carvings,People's Republic of China
波帕埃別墅,Villa Poppaea,Italy
吳城文化,Wucheng culture,People's Republic of China
夏家店上層文化,Upper Xiajiadian culture,People's Republic of China
布巴斯提斯,Bubastis,Egypt
慈善寺石窟,Cishansi Grottoes,People's Republic of China
豆蔻寺,Prasat Kravan,Cambodia
登呂遺址,Toro,Japan
韋爾德島,Werd,Switzerland
斑黛喀蒂寺,Banteay Kdei,Cambodia
西梅奔寺,West Mebon,Cambodia
阿什杜德,Ashdod,Israel
蒂亞瓦納科,Tiwanaku,Bolivia
塞那阿巴斯巨人像,Cerne Abbas Giant,United Kingdom
恩戈地,Ein Gedi,Israel
阿房宫,Epang Palace,People's Republic of China
舍赫巴,Shahba,Syria
吴哥窟,Angkor Wat,Cambodia
湖泗瓷窑址群,Q1638941,People's Republic of China
哈德良别墅,Hadrian's Villa,Italy
阿布西尔,Abusir,Egypt
白杨沟佛寺遗址,Q1000944,People's Republic of China
