label,cityLabel,countryLabel
张苍水墓,Q11067612,People's Republic of China
冯李汉墓,Q10895363,People's Republic of China
刘基庙及墓,Q10897255,People's Republic of China
吴西桥公墓,Q10919713,People's Republic of China
唐官屯大十八户王氏明代坟茔,Q10922674,People's Republic of China
唐橋陵,Q10922864,People's Republic of China
唐氏墓群,Q10922877,People's Republic of China
四脚墩土墩墓群,Q10925277,People's Republic of China
墩岭嘴古墓群,Q10931406,People's Republic of China
大伊山石棺墓,Q10933518,People's Republic of China
天山汉墓,Q10939459,People's Republic of China
姚广孝墓塔,Q10943306,People's Republic of China
孚郡王墓,Q10944963,People's Republic of China
屈大均墓,Q11042298,People's Republic of China
左宝贵衣冠冢,Q11057020,People's Republic of China
张同敞墓,Q11066665,People's Republic of China
国民革命军阵亡将士公墓,National Revolutionary Army Memorial Cemetery,People's Republic of China
寶福山,Po Fook Hill,People's Republic of China
將軍澳華人永遠墳場,Tseung Kwan O Chinese Permanent Cemetery,People's Republic of China
张养浩墓,Tomb of Zhang Yanghao,People's Republic of China
吐尔基山墓,Q10918026,People's Republic of China
宋永福陵,Q10947741,People's Republic of China
小官庄汉墓群,Q10958703,People's Republic of China
应国墓地,Q11062942,People's Republic of China
弘一法师舍利塔 (泉州),Q11066362,People's Republic of China
张柔墓,Q11067268,People's Republic of China
张謇墓,Q11067661,People's Republic of China
北京市八宝山人民公墓,Q10902221,People's Republic of China
医圣祠,Q10904282,People's Republic of China
十八亩冢,Q10904472,People's Republic of China
华中鲁迅艺术学院烈士墓,Q10905398,People's Republic of China
卢宅仁进士墓,Q10910033,People's Republic of China
安都陵,Q10878287,People's Republic of China
甲仙鎮海軍墓,Cemetery of Zhenghaijun,People's Republic of China
马骏烈士墓,Q18669398,People's Republic of China
雞籠灣墳場,Q10565833,People's Republic of China
伍德勞恩公墓 (布朗克斯區),Woodlawn Cemetery,United States of America
白集漢畫像石墓,Q15954725,People's Republic of China
陶澍墓,Q15901494,People's Republic of China
圖旺公墓,Toowong Cemetery,Australia
西貢烈士墓園,Q10522844,People's Republic of China
聖約翰墓地 (皇后區),St. John Cemetery,United States of America
國軍示範公墓,Wuzhi Mountain Military Cemetery,People's Republic of China
刘道一墓,Tomb of Liu Daoyi,People's Republic of China
蒋翊武墓,Tomb of Jiang Yiwu,People's Republic of China
覃振墓,Tomb of Qin Zhen,People's Republic of China
徐渭墓,Q11070812,People's Republic of China
忏悔正慧大师灵塔,Q11072217,People's Republic of China
戚继光墓,Q11075044,People's Republic of China
抗日山烈士陵园,Q11076469,People's Republic of China
新权墓群,Q11082915,People's Republic of China
旧金山华侨千人墓,Q11087007,People's Republic of China
华龙皇家陵园,Hualong Royal Cemetery,People's Republic of China
焦达峰墓,Tomb of Jiao Dafeng,People's Republic of China
辛亥援鄂民五护国阵亡将士公墓,Cemetery of the dead soldiers of Hunan military aid to Hubei in 1911 and 1916,People's Republic of China
東華義莊,Tung Wah Coffin Home,People's Republic of China
黄花岗公园,Cemetery of 72 Martyrs of Yellow Flower Mound,People's Republic of China
费宏墓,Q16078156,People's Republic of China
永寧陵,Q10375177,People's Republic of China
永穆陵,Q10375749,People's Republic of China
永紹陵,Q10375771,People's Republic of China
七十三军抗战阵亡将士墓,Q10864507,People's Republic of China
中日友好园林,Q10875629,People's Republic of China
磁县北朝墓群,Northern Dynasties tombs of Ci County,People's Republic of China
思親公園,Filial Park,People's Republic of China
福摩皇家陵園,Royal Burial Ground,United Kingdom
王陵母墓,Q10417773,People's Republic of China
三老墓,Q10866615,People's Republic of China
三苏墓,Q10866732,People's Republic of China
下寺古墓群,Q10868499,People's Republic of China
九连墩墓群,Q10879022,People's Republic of China
成都关羽墓,Q11074633,People's Republic of China
施世纶墓,Q11085093,People's Republic of China
布理翁墓園,Brion Cemetery,Italy
跑馬地天主教聖彌額爾墳場,St Michael's Cemetery,People's Republic of China
唐建陵,Q19841777,People's Republic of China
唐景陵,Q19841778,People's Republic of China
怡贤亲王墓,Q11072686,People's Republic of China
成陵 (北周),Q11074699,People's Republic of China
房彦谦墓,Q11075492,People's Republic of China
新四军联抗部队烈士墓,Q11081790,People's Republic of China
靜陵 (北魏),Q10566020,People's Republic of China
高平陵,Q10566760,People's Republic of China
施洗者聖約翰之墓,Cemitério São João Batista,Brazil
胡耀邦墓,Q18658128,People's Republic of China
费扬古墓,Q18659492,People's Republic of China
那桐墓,Q18663298,People's Republic of China
麻浩崖墓,Mahao Cliff Tomb,People's Republic of China
唐定陵,Q19798876,People's Republic of China
唐元陵,Q19841774,People's Republic of China
联义山庄,Q19841768,People's Republic of China
豐島岡墓地,Toshimagaoka Cemetery,Japan
“一二·一”运动四烈士墓,Q10863682,People's Republic of China
万斯同墓,Q10865071,People's Republic of China
三女冢,Q10865726,People's Republic of China
下八里二区辽墓,Q10868410,People's Republic of China
二塘古墓群,Q10880142,People's Republic of China
于公墓,Q10880547,People's Republic of China
屯門曾咀靈灰安置所,Q19841762,People's Republic of China
陈文龙墓,Q19841754,People's Republic of China
嘉兴寺,Q19841761,People's Republic of China
新疆三区革命历史纪念馆,Q19841763,People's Republic of China
西峰寺,Q19841769,People's Republic of China
贾公祠,Q19841770,People's Republic of China
鲍贵卿墓,Q19841772,People's Republic of China
龚隹育墓,Tomb of Gong Zhuiyu,People's Republic of China
東京都立八柱靈園,Q11525391,Japan
三将军及八百壮士墓,Q10865842,People's Republic of China
景仰園,Tribute Garden,People's Republic of China
香港仔華人永遠墳場,Aberdeen Chinese Permanent Cemetery,People's Republic of China
振威将军赖恩爵墓,Q11077803,People's Republic of China
文天祥二女墓,Q11079673,People's Republic of China
施耐庵墓,Q11085278,People's Republic of China
澹台滅明墓,Q6757652,People's Republic of China
清永陵,Q11681626,People's Republic of China
慕庐,Q11074118,People's Republic of China
戴家墓地,Q11075277,People's Republic of China
文天祥祖墓,Q11079675,People's Republic of China
新屯汉墓群,Q11082363,People's Republic of China
昭忠祠,Q19841764,People's Republic of China
麥克拉倫墓園,Maclaren Cemetery,Canada
香港墳場,Hong Kong Cemetery,People's Republic of China
中华人民共和国名誉主席宋庆龄陵园,Song Qingling Cemetry,People's Republic of China
