label,cityLabel,countryLabel
永禄之变,Q5365420,Japan
約克鎮戰役,Siege of Yorktown,United States of America
三船山合戰,Q11356962,Japan
九頭龍川之戰,Q11370476,Japan
加治田、兼山合戰,Q11398684,Japan
堅田合戰,Q11427930,Japan
渡川之戰,Q11419588,Japan
奇帕瓦戰役,Battle of Chippawa,Canada
蒙斯戰役,Battle of Mons,Belgium
阿亚库乔战役,Battle of Ayacucho,Peru
共和港之役,Battle of Port Republic,United States of America
船田合戰,Battle of Funada,Japan
第二次木津川口之戰,Q11602313,Japan
若江城之戰,Q11616584,Japan
切爾西灣戰鬥,Battle of Chelsea Creek,United States of America
堂洞合戰,Q11427904,Japan
南山之役,Battle of South Mountain,United States of America
大物崩,Q10936702,Japan
天正之陣,Q10939818,Japan
繩釣之戰,Q17209307,Japan
蒙坦諾提戰役,Battle of Montenotte,Italy
赤塚之戰,Q11635491,Japan
瓜達拉塞提戰役,Battle of Guadalacete,Spain
卡斯蒂隆战役,Battle of Castillon,France
昆都士之戰,Battle of Kunduz,Afghanistan
福克蘭群島戰役,Battle of the Falkland Islands,Argentina
哈珀斯費里戰役,Battle of Harpers Ferry,United States of America
處仁城戰鬥,Battle of Cheoin,고려당
永正之錯亂,Q11550142,Japan
海野平之戰,Q11559353,Japan
赫斯維爾之役,Battle of Hartsville,United States of America
瓦庫爾島戰役,Battle of Valcour Island,United States of America
本圀寺之變,Q11093342,Japan
席爾峽谷戰役,Battle of Glen Shiel,United Kingdom
京斯敦之役,Battle of Kinston,United States of America
忍原崩,Q11072206,Japan
卡默斯溪战役,Battle of Camas Creek,United States of America
無敵艦隊,Spanish Armada,United Kingdom
關東享祿之內亂,Q17990289,Japan
塞奇高沼之戰,Battle of Sedgemoor,United Kingdom
第一次香檳戰役,First Battle of Champagne,France
山科本願寺之戰,Q11470814,Japan
巴尼亞盧卡事件,Banja Luka incident,Bosnia and Herzegovina
第二次埃納會戰,Second Battle of the Aisne,France
宮川之戰,Q17214872,Japan
天文之亂,Q5367089,Japan
永正之亂,Q11550140,Japan
河東之亂,Q11553961,Japan
湊騷動,Q11563191,Japan
門羅十字路口前哨戰,Battle of Monroe's Crossroads,United States of America
船岡山合戰,Q11614043,Japan
花仓之乱,Q11615132,Japan
德國介入西班牙內戰,Operation Ursula,Spain
北白川之戰,Battle of Kitashirakawa,Japan
大河內城之戰,Q11437035,Japan
如意嶽之戰,Q11446701,Japan
宇都宮錯亂,Q11449832,Japan
比格霍尔战役,Battle of the Big Hole,United States of America
砲轟哈特爾浦、惠特比與斯卡伯勒,"raid on Scarborough, Hartlepool and Whitby",United Kingdom
史蒂文斯堡,Battle of Fort Stevens,United States of America
西上作戰,Q11627099,Japan
長享之亂,Q11651493,Japan
防長經略,Q11657124,Japan
駿河侵攻,Q11668480,Japan
馬柴厄斯海戰,Battle of Machias,United States of America
廷巴克圖戰鬥,Battle of Timbuktu,Mali
田手畷之戰,Q11576804,Japan
蘆屋河原合戰,Q11614841,Japan
戈伊托戰役,Battle of Goito,Italy
越前一向一揆,Q11636409,Japan
野洲河原之戰,Q11645800,Japan
長享、延德之亂,Q11651495,Japan
培利維爾之役,Battle of Perryville,United States of America
七松之役,Battle of Seven Pines,United States of America
巴爾地摩戰役,Battle of Baltimore,United States of America
納莫津教堂戰役,Battle of Namozine Church,United States of America
加禮宛事件,Karewan Incident,Qing dynasty
塞納夫戰役,Battle of Seneffe,Belgium
史威夫特溪之役,Battle of Swift Creek,United States of America
克洛克田野戰役,Battle of Klock's Field,United States of America
康乃狄克農場戰役,Battle of Connecticut Farms,United States of America
春田戰役,Battle of Springfield,United States of America
