label,riverLabel,countryLabel
烏帕河 (易北河支流),Úpa,Czech Republic
巴拉那河,Paraná,Paraguay
巴拉那河,Paraná,Argentina
巴拉那河,Paraná,Brazil
卡西基亚雷河,Casiquiare canal,Venezuela
大扎卜河,Great Zab,Turkey
阿特巴拉河,Atbarah River,Sudan
烏斯拉瓦河,Úslava,Czech Republic
因德河,Inde,Belgium
因德河,Inde,Germany
大扎卜河,Great Zab,Iraq
魯庫加河,Lukuga River,Democratic Republic of the Congo
红河三角洲,Red_River_Delta_Biosphere_Reserve,Vietnam
阿特巴拉河,Atbarah River,Ethiopia
托坎廷斯河,Tocantins River,Brazil
坎寧河,Canning River,Australia
波斯尼亚河,Bosna (river),Bosnia and Herzegovina
盧布爾雅尼察河,Ljubljanica,Slovenia
红河,Red River of the North,Canada
魯爾河 (馬士河支流),Rur,Netherlands
普拉訥河,Plane,Germany
魯爾河 (馬士河支流),Rur,Germany
红河,Red River of the North,United States of America
基爾河,Bahr al-Arab,South Sudan
基爾河,Bahr al-Arab,Sudan
阿夫河,Aff,France
北克利特馬河,North Keltma River,Russia
大維西河,Velyka Vys,Ukraine
薩爾姆河,Salm,Germany
瓦爾河,Vaal River,South Africa
